Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,FN,FP,Churn
13,0,18,4,3158,51,38,21,3,2,1,30,280.36,252.324,78.036,0
7,0,11,2,4695,46,222,12,3,1,1,30,1077.64,969.876,157.764,0
8,1,11,2,1793,25,7,9,3,1,1,30,100.72,90.648,60.072,1
16,0,42,2,4735,80,17,21,3,1,1,30,260.6,234.54,76.06,0
8,0,43,2,683,14,19,8,3,1,1,30,103.88,93.492,60.388,0
18,0,41,2,2818,69,371,28,3,1,1,30,1599.48,1439.532,209.948,0
18,0,42,2,4563,75,13,39,1,1,1,15,326.59,293.931,82.659,0
11,0,42,2,2758,67,14,37,2,1,1,25,190.125,171.1125,69.0125,0
19,0,42,3,4140,91,44,32,3,1,1,30,345.24,310.716,84.524,0
12,0,42,2,2725,48,297,22,4,1,1,45,811.825,730.6425,131.1825,0
21,0,41,4,9480,130,156,47,3,1,1,30,1008.4,907.56,150.84,0
15,0,42,2,14138,178,12,48,3,1,1,30,620.64,558.576,112.064,0
15,0,42,3,4880,92,14,29,4,1,1,45,159.3,143.37,65.93,0
14,0,42,2,6283,104,19,16,3,1,1,30,331.48,298.332,83.148,0
17,0,42,2,2603,63,20,21,4,1,1,45,116.65,104.985,61.665,0
33,0,42,5,15505,234,66,36,3,2,1,30,893.56,804.204,139.356,0
12,0,42,3,3460,36,495,12,4,1,1,45,1324.9,1192.41,182.49,0
17,0,41,2,15850,191,162,34,2,1,1,25,1450.845,1305.7605,195.0845,0
11,0,41,3,6865,95,198,30,3,1,1,30,1070.4,963.36,157.04,0
8,0,41,2,1240,23,12,15,2,1,1,25,110.835,99.7515,61.0835,0
10,0,42,2,1075,23,25,12,3,1,1,30,143.92,129.528,64.392,0
8,0,41,2,365,9,12,4,3,1,1,30,62.96,56.664,60,1
11,0,41,2,7873,136,396,47,3,1,1,30,1904.36,1713.924,240.436,0
15,0,41,3,11830,163,23,51,4,1,1,45,357.325,321.5925,85.7325,0
16,0,41,3,7083,84,120,41,2,1,1,25,862.515,776.2635,136.2515,0
31,1,37,2,1320,56,28,21,3,1,1,30,167.04,150.336,66.704,1
29,1,40,10,10800,102,13,46,5,2,1,55,183.03,164.727,68.303,0
21,0,40,3,6183,107,38,28,3,1,1,30,403.6,363.24,90.36,0
9,0,38,2,3205,31,12,18,3,1,1,30,177.44,159.696,67.744,0
17,1,39,2,3355,50,21,20,3,1,1,30,220.2,198.18,72.02,1
17,0,40,2,2633,53,46,35,4,1,1,45,182.15,163.935,68.215,1
8,0,40,2,498,11,12,6,3,1,1,30,68.36,61.524,60,1
9,0,40,2,2033,34,12,10,4,1,1,45,81.675,73.5075,60,0
11,0,37,3,7150,106,26,26,5,1,1,55,147.84,133.056,64.784,0
8,1,40,2,993,16,21,8,4,1,1,45,77.725,69.9525,60,1
8,0,40,3,703,13,16,6,5,1,1,55,34.74,31.266,60,0
33,0,35,5,16440,247,12,84,2,2,1,25,804.915,724.4235,130.4915,0
14,0,38,5,7330,125,283,37,3,2,1,30,1430.2,1287.18,193.02,0
10,0,40,2,4083,91,14,32,3,1,1,30,222.96,200.664,72.296,0
11,0,39,2,2030,53,50,24,4,1,1,45,177.075,159.3675,67.7075,0
14,0,40,2,3145,62,187,27,2,1,1,25,985.815,887.2335,148.5815,0
12,0,31,3,1680,45,205,15,3,2,1,30,889,800.1,138.9,0
12,0,30,2,1933,48,42,72,5,1,1,55,92.715,83.4435,60,0
19,0,31,2,1065,34,22,11,3,1,1,30,131.96,118.764,63.196,0
8,0,30,2,1190,19,33,7,4,1,1,45,112.725,101.4525,61.2725,0
18,0,29,2,1590,41,31,17,2,1,1,25,212.895,191.6055,71.2895,0
10,0,29,2,3590,70,20,27,3,1,1,30,226.4,203.76,72.64,0
10,0,22,2,2060,35,40,18,3,1,1,30,243.8,219.42,74.38,0
24,0,21,3,6758,150,97,46,2,2,1,25,747.36,672.624,124.736,0
20,0,19,2,9298,180,85,44,5,1,1,55,269.67,242.703,76.967,0
16,0,20,5,3218,54,43,23,3,2,1,30,302.88,272.592,80.288,0
10,0,13,3,4755,49,227,14,3,1,1,30,1100.16,990.144,160.016,0
11,1,13,3,1853,28,12,11,3,1,1,30,123.24,110.916,62.324,1
10,0,38,1,4615,74,7,17,3,1,1,30,215.56,194.004,71.556,0
5,0,39,0,563,8,9,4,3,1,2,30,58.84,52.956,60,0
12,0,37,1,2698,63,361,24,3,1,1,30,1554.44,1398.996,205.444,0
12,0,38,1,4443,69,7,35,1,1,1,15,286.66,257.994,78.666,0
5,0,38,1,2638,61,7,33,2,1,1,25,152.955,137.6595,65.2955,0
13,0,38,1,4020,85,34,28,3,1,1,30,300.2,270.18,80.02,0
6,0,38,1,2605,42,287,18,3,1,1,30,1253.88,1128.492,175.388,0
15,0,37,2,9360,124,146,43,3,1,1,30,963.36,867.024,146.336,0
9,0,38,1,14018,172,7,44,3,1,1,30,595.6,536.04,109.56,0
9,0,38,1,4760,86,7,25,3,1,1,30,221.84,199.656,72.184,0
8,0,38,1,6163,98,9,12,3,1,1,30,286.44,257.796,78.644,0
11,0,38,0,2483,57,10,17,3,1,2,30,141.6,127.44,64.16,0
27,0,38,3,15385,228,56,32,3,1,1,30,848.52,763.668,134.852,0
6,0,38,1,3340,30,485,8,3,1,1,30,2074.8,1867.32,257.48,0
11,0,37,1,15730,185,152,30,2,1,1,25,1400.175,1260.1575,190.0175,0
5,0,37,1,6745,89,188,26,3,1,1,30,1025.36,922.824,152.536,0
5,0,37,0,1120,17,7,11,2,1,2,25,82.665,74.3985,60,0
5,0,38,0,955,17,15,8,3,1,2,30,98.88,88.992,60,0
5,0,37,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1
5,0,37,1,7753,130,386,43,3,1,1,30,1859.32,1673.388,235.932,0
9,0,37,1,11710,157,13,47,4,1,1,45,329.175,296.2575,82.9175,0
10,0,37,1,6963,78,110,37,2,1,1,25,811.845,730.6605,131.1845,0
25,1,33,0,1200,50,18,17,3,1,2,30,122,109.8,62.2,1
23,0,36,8,10680,96,7,42,5,1,1,55,172.14,154.926,67.214,0
15,0,36,1,6063,101,28,24,2,1,1,25,403.38,363.042,90.338,0
5,0,34,1,3085,25,7,14,3,1,1,30,152.4,137.16,65.24,0
11,0,35,0,3235,44,11,16,3,1,2,30,175.16,157.644,67.516,1
11,1,36,0,2513,47,36,31,3,1,2,30,246.4,221.76,74.64,1
5,0,36,0,305,6,7,2,3,1,2,30,40.44,36.396,60,1
5,0,36,1,1913,28,7,6,4,1,1,45,66.025,59.4225,60,0
5,0,33,1,7030,100,16,22,5,1,1,55,130.95,117.855,63.095,0
5,0,36,0,873,10,11,4,4,1,2,45,49.575,44.6175,60,1
5,0,36,1,305,6,7,2,5,1,1,55,15.165,13.6485,60,0
27,0,31,3,16320,241,7,80,2,1,1,25,776.745,699.0705,127.6745,0
8,0,34,3,7210,119,273,33,2,2,1,25,1558.305,1402.4745,205.8305,0
5,0,36,1,3963,85,7,28,3,1,1,30,189.92,170.928,68.992,0
5,0,35,0,1910,47,40,20,3,1,2,30,238.28,214.452,73.828,0
8,0,36,1,3025,56,177,23,2,1,1,25,935.145,841.6305,143.5145,0
6,0,27,1,1560,39,195,11,2,2,1,25,949.455,854.5095,144.9455,0
6,0,26,1,1813,42,32,68,4,1,1,45,126.375,113.7375,62.6375,0
13,0,27,0,945,28,12,7,3,1,2,30,86.92,78.228,60,0
5,0,26,0,1070,13,23,3,4,1,2,45,84.575,76.1175,60,0
12,0,25,1,1470,35,21,13,2,1,1,25,162.225,146.0025,66.2225,0
5,0,25,1,3470,64,10,23,3,1,1,30,181.36,163.224,68.136,0
5,0,18,1,1940,29,30,14,2,1,1,25,223.605,201.2445,72.3605,0
18,0,17,1,6638,144,87,42,2,2,1,25,696.69,627.021,119.669,0
14,0,15,1,9178,174,75,40,5,1,1,55,252.78,227.502,75.278,0
10,0,16,3,3098,48,33,19,3,1,1,30,257.84,232.056,75.784,0
5,0,9,1,4635,43,217,10,3,1,1,30,1055.12,949.608,155.512,0
5,1,9,1,1733,22,7,7,3,1,1,30,98.2,88.38,60,1
14,0,44,2,4755,79,22,23,3,1,1,30,281.36,253.224,78.136,0
6,0,45,0,703,13,24,10,3,1,2,30,124.64,112.176,62.464,0
16,0,43,2,2838,68,376,30,3,1,1,30,1620.24,1458.216,212.024,0
16,0,44,2,4583,74,18,41,1,1,1,15,355.135,319.6215,85.5135,0
9,0,44,2,2778,66,19,39,2,1,1,25,213.48,192.132,71.348,0
17,0,44,3,4160,90,49,34,3,1,1,30,366,329.4,86.6,0
10,0,44,2,2745,47,302,24,4,1,1,45,824.8,742.32,132.48,0
19,0,43,4,9500,129,161,49,3,1,1,30,1029.16,926.244,152.916,0
13,0,44,2,14158,177,17,50,3,1,1,30,641.4,577.26,114.14,0
13,0,44,3,4900,91,19,31,3,1,1,30,275.64,248.076,77.564,0
12,0,44,2,6303,103,24,18,3,1,1,30,352.24,317.016,85.224,0
15,1,44,0,2623,62,25,23,3,1,2,30,207.4,186.66,70.74,0
31,0,44,5,15525,233,71,38,3,1,1,30,914.32,822.888,141.432,0
10,0,44,3,3480,35,500,14,4,1,1,45,1337.875,1204.0875,183.7875,0
15,0,43,2,15870,190,167,36,2,1,1,25,1474.2,1326.78,197.42,0
9,0,43,3,6885,94,203,32,3,1,1,30,1091.16,982.044,159.116,0
6,0,43,0,1260,22,17,17,2,1,2,25,134.19,120.771,63.419,0
8,0,44,0,1095,22,30,14,3,1,2,30,164.68,148.212,66.468,0
6,0,43,0,385,8,17,6,2,1,2,25,94.185,84.7665,60,1
9,0,43,2,7893,135,401,49,3,1,1,30,1925.12,1732.608,242.512,0
13,0,43,3,11850,162,28,53,4,1,1,45,370.3,333.27,87.03,0
14,0,43,3,7103,83,125,43,2,1,1,25,885.87,797.283,138.587,0
29,1,39,0,1340,55,33,23,3,1,2,30,187.8,169.02,68.78,1
27,0,42,10,10820,101,18,48,5,1,1,55,190.815,171.7335,69.0815,0
19,0,42,3,6203,106,43,30,3,1,1,30,424.36,381.924,92.436,0
7,0,40,2,3225,30,17,20,3,1,1,30,198.2,178.38,69.82,0
15,1,41,0,3375,49,26,22,3,1,2,30,240.96,216.864,74.096,1
15,1,42,0,2653,52,51,37,4,1,2,45,195.125,175.6125,69.5125,1
6,0,42,0,518,10,17,8,3,1,2,30,89.12,80.208,60,1
7,0,42,2,2053,33,17,12,4,1,1,45,94.65,85.185,60,0
9,0,39,3,7170,105,31,28,5,1,1,55,155.625,140.0625,65.5625,0
6,1,42,0,1013,15,26,10,4,1,2,45,90.7,81.63,60,1
6,0,42,3,723,12,21,8,5,1,1,55,42.525,38.2725,60,0
31,0,37,5,16460,246,17,86,2,1,1,25,828.27,745.443,132.827,0
12,0,40,5,7350,124,288,39,3,2,1,30,1450.96,1305.864,195.096,0
8,0,42,2,4103,90,19,34,3,1,1,30,243.72,219.348,74.372,0
9,1,41,0,2050,52,55,26,4,1,2,45,190.05,171.045,69.005,0
12,0,42,2,3165,61,192,29,2,1,1,25,1009.17,908.253,150.917,0
10,0,33,3,1700,44,210,17,3,2,1,30,909.76,818.784,140.976,0
10,0,32,2,1953,47,47,74,5,1,1,55,100.5,90.45,60.05,0
17,0,33,0,1085,33,27,13,3,1,2,30,152.72,137.448,65.272,0
6,0,32,0,1210,18,38,9,4,1,2,45,125.7,113.13,62.57,0
16,0,31,2,1610,40,36,19,2,1,1,25,236.25,212.625,73.625,0
8,0,31,2,3610,69,25,29,3,1,1,30,247.16,222.444,74.716,0
8,0,24,2,2080,34,45,20,3,1,1,30,264.56,238.104,76.456,0
22,0,23,3,6778,149,102,48,2,2,1,25,770.715,693.6435,127.0715,0
18,0,21,2,9318,179,90,46,5,1,1,55,277.455,249.7095,77.7455,0
14,0,22,5,3238,53,48,25,3,2,1,30,323.64,291.276,82.364,0
8,0,15,3,4775,48,232,16,3,1,1,30,1120.92,1008.828,162.092,0
9,1,15,3,1873,27,17,13,3,1,1,30,144,129.6,64.4,1
12,0,36,1,4595,75,7,15,3,1,1,30,214.8,193.32,71.48,0
5,0,37,0,305,6,7,2,3,1,2,30,40.44,36.396,60,0
14,0,35,1,2678,64,356,22,3,1,1,30,1533.68,1380.312,203.368,0
14,0,36,1,4423,70,7,33,2,1,1,25,233.685,210.3165,73.3685,0
7,0,36,1,2618,62,7,31,2,1,1,25,152.1,136.89,65.21,0
15,0,36,1,4000,86,29,26,3,1,1,30,279.44,251.496,77.944,0
8,0,36,1,2585,43,282,16,3,1,1,30,1233.12,1109.808,173.312,0
17,0,35,2,9340,125,141,41,3,1,1,30,942.6,848.34,144.26,0
11,0,36,1,13998,173,7,42,3,1,1,30,594.84,535.356,109.484,0
11,0,36,1,4740,87,7,23,3,1,1,30,221.08,198.972,72.108,0
10,0,36,1,6143,99,7,10,3,1,1,30,277.68,249.912,77.768,0
13,0,36,0,2463,58,7,15,3,1,2,30,128.84,115.956,62.884,0
29,0,36,3,15365,229,51,30,3,1,1,30,827.76,744.984,132.776,0
8,0,36,1,3320,31,480,6,3,1,1,30,2054.04,1848.636,255.404,0
13,0,35,1,15710,186,147,28,2,1,1,25,1376.82,1239.138,187.682,0
7,0,35,1,6725,90,183,24,3,1,1,30,1004.6,904.14,150.46,0
5,0,35,0,1100,18,7,9,2,1,2,25,81.81,73.629,60,0
6,0,36,0,935,18,10,6,3,1,2,30,78.12,70.308,60,0
5,0,35,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1
7,0,35,1,7733,131,381,41,3,1,1,30,1838.56,1654.704,233.856,0
11,0,35,1,11690,158,8,45,4,1,1,45,316.2,284.58,81.62,0
12,0,35,1,6943,79,105,35,2,1,1,25,788.49,709.641,128.849,0
27,1,31,0,1180,51,13,15,3,1,2,30,101.24,91.116,60.124,1
25,0,34,8,10660,97,7,40,5,1,1,55,171.855,154.6695,67.1855,0
17,0,34,1,6043,102,23,22,2,1,1,25,380.025,342.0225,88.0025,0
5,0,32,1,3065,26,7,12,3,1,1,30,151.64,136.476,65.164,0
13,1,33,0,3215,45,7,14,3,1,2,30,158.4,142.56,65.84,1
13,1,34,0,2493,48,31,29,3,1,2,30,225.64,203.076,72.564,1
5,0,34,0,305,6,7,2,3,1,2,30,40.44,36.396,60,1
5,0,34,1,1893,29,7,4,4,1,1,45,65.55,58.995,60,0
7,0,31,1,7010,101,11,20,5,1,1,55,123.165,110.8485,62.3165,0
5,0,34,0,305,6,7,2,4,1,2,45,25.275,22.7475,60,1
5,0,34,1,305,6,7,2,5,1,1,55,15.165,13.6485,60,0
29,0,29,3,16300,242,7,78,2,1,1,25,775.89,698.301,127.589,0
10,0,32,3,7190,120,268,31,3,2,1,30,1364.4,1227.96,186.44,0
6,0,34,1,3943,86,7,26,3,1,1,30,189.16,170.244,68.916,0
7,0,33,0,1890,48,35,18,3,1,2,30,217.52,195.768,71.752,0
10,0,34,1,3005,57,172,21,2,1,1,25,911.79,820.611,141.179,0
8,0,25,1,1540,40,190,9,3,2,1,30,823.2,740.88,132.32,0
8,0,24,1,1793,43,27,66,4,1,1,45,113.4,102.06,61.34,0
15,0,25,0,925,29,7,5,3,1,2,30,66.16,59.544,60,0
5,0,24,0,305,6,18,2,4,1,2,45,52.775,47.4975,60,0
14,0,23,1,1450,36,16,11,2,1,1,25,138.87,124.983,63.887,0
6,0,23,1,3450,65,7,21,3,1,1,30,168.6,151.74,66.86,0
6,0,16,1,1920,30,25,12,2,1,1,25,200.25,180.225,70.025,0
20,0,15,1,6618,145,82,40,2,2,1,25,673.335,606.0015,117.3335,0
16,0,13,1,9158,175,70,38,5,1,1,55,244.995,220.4955,74.4995,0
12,0,14,3,3078,49,28,17,3,1,1,30,237.08,213.372,73.708,0
6,0,7,1,4615,44,212,8,3,1,1,30,1034.36,930.924,153.436,0
7,1,7,1,1713,23,7,5,3,1,1,30,97.44,87.696,60,1
18,0,46,2,4935,87,27,25,3,1,1,30,308.88,277.992,80.888,0
10,0,47,0,883,21,29,12,3,1,2,30,152.16,136.944,65.216,0
20,0,45,2,3018,76,381,32,3,1,1,30,1647.76,1482.984,214.776,0
20,0,46,2,4763,82,23,43,1,1,1,15,392.975,353.6775,89.2975,0
13,0,46,2,2958,74,24,41,2,1,1,25,244.44,219.996,74.444,0
21,0,46,3,4340,98,54,36,3,1,1,30,393.52,354.168,89.352,0
14,0,46,2,2925,55,307,26,4,1,1,45,842,757.8,134.2,0
23,0,45,4,9680,137,166,51,3,1,1,30,1056.68,951.012,155.668,0
17,0,46,2,14338,185,22,52,3,1,1,30,668.92,602.028,116.892,0
17,0,46,3,5080,99,24,33,4,1,1,45,189.475,170.5275,68.9475,0
16,0,46,2,6483,111,29,20,3,1,1,30,379.76,341.784,87.976,0
19,0,46,0,2803,70,30,25,4,1,2,45,146.825,132.1425,64.6825,0
35,0,46,5,15705,241,76,40,3,1,1,30,941.84,847.656,144.184,0
14,0,46,3,3660,43,505,16,4,1,1,45,1355.075,1219.5675,185.5075,0
19,0,45,2,16050,198,172,38,2,1,1,25,1505.16,1354.644,200.516,0
13,0,45,3,7065,102,208,34,4,1,1,45,699.175,629.2575,119.9175,0
10,0,45,0,1440,30,22,19,3,1,2,30,146.8,132.12,64.68,0
12,0,46,0,1275,30,35,16,3,1,2,30,192.2,172.98,69.22,0
10,0,45,0,565,16,22,8,3,1,2,30,111.24,100.116,61.124,1
13,0,45,2,8073,143,406,51,3,1,1,30,1952.64,1757.376,245.264,0
17,0,45,3,12030,170,33,55,4,1,1,45,387.5,348.75,88.75,0
18,0,45,3,7283,91,130,45,2,1,1,25,916.83,825.147,141.683,0
33,1,41,0,1520,63,38,25,3,1,2,30,215.32,193.788,71.532,1
31,0,44,10,11000,109,23,50,5,1,1,55,201.135,181.0215,70.1135,0
23,0,44,3,6383,114,48,32,3,1,1,30,451.88,406.692,95.188,0
11,0,42,2,3405,38,22,22,4,1,1,45,141.075,126.9675,64.1075,0
19,1,43,0,3555,57,31,24,3,1,2,30,268.48,241.632,76.848,1
19,1,44,0,2833,60,56,39,4,1,2,45,212.325,191.0925,71.2325,1
10,0,44,0,698,18,22,10,3,1,2,30,116.64,104.976,61.664,1
11,0,44,2,2233,41,22,14,4,1,1,45,111.85,100.665,61.185,0
13,0,41,3,7350,113,36,30,5,1,1,55,165.945,149.3505,66.5945,0
10,1,44,0,1193,23,31,12,4,1,2,45,107.9,97.11,60.79,1
10,0,44,3,903,20,26,10,5,1,1,55,52.845,47.5605,60,0
35,0,39,5,16640,254,22,88,2,2,1,25,859.23,773.307,135.923,0
16,1,42,5,7530,132,293,41,3,2,1,30,1478.48,1330.632,197.848,0
12,0,44,2,4283,98,24,36,3,1,1,30,271.24,244.116,77.124,0
13,0,43,0,2230,60,60,28,4,1,2,45,207.25,186.525,70.725,0
16,0,44,2,3345,69,197,31,2,1,1,25,1040.13,936.117,154.013,0
14,0,35,3,1880,52,215,19,3,2,1,30,937.28,843.552,143.728,0
14,0,34,2,2133,55,52,76,5,1,1,55,110.82,99.738,61.082,0
21,0,35,0,1265,41,32,15,3,1,2,30,180.24,162.216,68.024,0
10,0,34,0,1390,26,43,11,4,1,2,45,142.9,128.61,64.29,0
20,0,33,2,1790,48,41,21,2,1,1,25,267.21,240.489,76.721,0
12,0,33,2,3790,77,30,31,4,1,1,45,171.675,154.5075,67.1675,0
12,0,26,2,2260,42,50,22,3,1,1,30,292.08,262.872,79.208,0
26,0,25,3,6958,157,107,50,2,2,1,25,801.675,721.5075,130.1675,0
22,0,23,2,9498,187,95,48,5,1,1,55,287.775,258.9975,78.7775,0
18,0,24,5,3418,61,53,27,4,2,1,45,219.475,197.5275,71.9475,0
12,0,17,3,4955,56,237,18,3,1,1,30,1148.44,1033.596,164.844,0
13,0,17,3,2053,35,22,15,3,1,1,30,171.52,154.368,67.152,1
8,0,34,1,4415,67,7,13,3,1,1,30,207.28,186.552,70.728,0
5,0,35,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,0
10,0,33,1,2498,56,351,20,3,1,1,30,1506.16,1355.544,200.616,0
10,0,34,1,4243,62,7,31,2,1,1,25,225.225,202.7025,72.5225,0
5,0,34,1,2438,54,7,29,1,1,1,15,175.56,158.004,67.556,0
11,0,34,1,3820,78,24,24,3,1,1,30,251.92,226.728,75.192,0
5,0,34,1,2405,35,277,14,3,1,1,30,1205.6,1085.04,170.56,0
13,0,33,2,9160,117,136,39,3,1,1,30,915.08,823.572,141.508,0
7,0,34,1,13818,165,7,40,3,1,1,30,587.32,528.588,108.732,0
7,0,34,1,4560,79,7,21,3,1,1,30,213.56,192.204,71.356,0
6,0,34,1,5963,91,7,8,3,1,1,30,270.16,243.144,77.016,0
9,0,34,0,2283,50,7,13,3,1,2,30,121.32,109.188,62.132,0
25,0,34,3,15185,221,46,28,3,1,1,30,800.24,720.216,130.024,0
5,0,34,1,3140,23,475,4,3,1,1,30,2026.52,1823.868,252.652,0
9,0,33,1,15530,178,142,26,2,1,1,25,1345.86,1211.274,184.586,0
5,0,33,1,6545,82,178,22,3,1,1,30,977.08,879.372,147.708,0
5,0,33,0,920,10,7,7,2,1,2,25,73.35,66.015,60,0
5,0,34,0,755,10,7,4,3,1,2,30,58.6,52.74,60,0
5,0,33,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1
5,0,33,1,7553,123,376,39,2,1,1,25,2037.42,1833.678,253.742,0
7,0,33,1,11510,150,7,43,4,1,1,45,309,278.1,80.9,0
8,0,33,1,6763,71,100,33,2,1,1,25,757.53,681.777,125.753,0
23,0,29,0,1000,43,8,13,2,1,2,25,82.935,74.6415,60,1
21,0,32,8,10480,89,7,38,5,1,1,55,169.035,152.1315,66.9035,0
13,0,32,1,5863,94,18,20,2,1,1,25,349.065,314.1585,84.9065,1
5,0,30,1,2885,18,7,10,3,1,1,30,144.12,129.708,64.412,0
9,0,31,0,3035,37,7,12,3,1,2,30,150.88,135.792,65.088,1
9,1,32,0,2313,40,26,27,3,1,2,30,198.12,178.308,69.812,1
5,0,32,0,305,6,7,2,3,1,2,30,40.44,36.396,60,1
5,0,32,1,305,6,7,2,3,1,1,30,40.44,36.396,60,0
5,0,29,1,6830,93,7,18,5,1,1,55,114.345,102.9105,61.4345,0
5,0,32,0,305,6,7,2,4,1,2,45,25.275,22.7475,60,1
5,0,32,1,305,6,7,2,5,1,1,55,15.165,13.6485,60,1
25,0,27,3,16120,234,7,76,2,1,1,25,767.43,690.687,126.743,0
6,0,30,3,7010,112,263,29,2,2,1,25,1503.99,1353.591,200.399,0
5,0,32,1,3763,78,7,24,2,1,1,25,204.345,183.9105,70.4345,0
5,0,31,0,1710,40,30,16,3,1,2,30,190,171,69,0
6,0,32,1,2825,49,167,19,2,1,1,25,880.83,792.747,138.083,0
5,0,23,1,1360,32,185,7,2,2,1,25,895.14,805.626,139.514,0
5,0,22,1,1613,35,22,64,4,1,1,45,96.2,86.58,60,0
11,0,23,0,745,21,7,3,2,1,2,25,65.97,59.373,60,0
5,0,22,0,305,6,13,2,4,1,2,45,40.275,36.2475,60,0
10,0,21,1,1270,28,11,9,2,1,1,25,107.91,97.119,60.791,0
5,0,21,1,3270,57,7,19,3,1,1,30,161.08,144.972,66.108,0
5,0,14,1,1740,22,20,10,2,1,1,25,169.29,152.361,66.929,0
16,0,13,1,6438,137,77,38,2,2,1,25,642.375,578.1375,114.2375,0
12,0,11,1,8978,167,65,36,4,1,1,45,391.125,352.0125,89.1125,0
8,0,12,3,2898,41,23,15,3,1,1,30,209.56,188.604,70.956,0
5,0,5,1,4435,36,207,6,3,1,1,30,1006.84,906.156,150.684,0
5,1,5,0,1533,15,7,3,3,1,1,30,89.92,80.928,60,1
15,0,43,1,4855,85,23,24,3,1,1,30,289.6,260.64,78.96,0
7,0,44,0,803,19,25,11,3,1,2,30,132.88,119.592,63.288,0
17,0,42,1,2938,74,377,31,3,1,1,30,1628.48,1465.632,212.848,0
17,0,43,1,4683,80,19,42,1,1,1,15,366.465,329.8185,86.6465,0
10,0,43,1,2878,72,20,40,2,1,1,25,222.75,200.475,72.275,0
18,0,43,2,4260,96,50,35,3,1,1,30,374.24,336.816,87.424,0
11,0,43,1,2845,53,303,25,3,1,1,30,1327.92,1195.128,182.792,0
20,0,42,3,9600,135,162,50,3,1,1,30,1037.4,933.66,153.74,0
14,0,43,1,14258,183,18,51,3,1,1,30,649.64,584.676,114.964,0
14,0,43,2,5000,97,20,32,3,1,1,30,283.88,255.492,78.388,0
13,0,43,1,6403,109,25,19,3,1,1,30,360.48,324.432,86.048,0
16,1,43,0,2723,68,26,24,3,1,2,30,215.64,194.076,71.564,0
32,0,43,4,15625,239,72,39,3,1,1,30,922.56,830.304,142.256,0
11,0,43,2,3580,41,501,15,3,1,1,30,2148.84,1933.956,264.884,0
16,0,42,1,15970,196,168,37,2,1,1,25,1483.47,1335.123,198.347,0
10,0,42,2,6985,100,204,33,3,1,1,30,1099.4,989.46,159.94,0
7,0,42,0,1360,28,18,18,2,1,2,25,143.46,129.114,64.346,0
9,0,43,0,1195,28,31,15,3,1,2,30,172.92,155.628,67.292,0
7,0,42,0,485,14,18,7,2,1,2,25,103.455,93.1095,60.3455,1
10,0,42,1,7993,141,402,50,3,1,1,30,1933.36,1740.024,243.336,0
14,0,42,2,11950,168,29,54,4,1,1,45,375.45,337.905,87.545,0
15,0,42,2,7203,89,126,44,2,1,1,25,895.14,805.626,139.514,0
30,0,38,0,1440,61,34,24,3,1,2,30,196.04,176.436,69.604,1
28,0,41,9,10920,107,19,49,5,2,1,55,193.905,174.5145,69.3905,0
20,0,41,2,6303,112,44,31,2,1,1,25,486.675,438.0075,98.6675,0
8,0,39,1,3325,36,18,21,3,1,1,30,206.44,185.796,70.644,0
16,1,40,0,3475,55,27,23,3,1,2,30,249.2,224.28,74.92,1
16,1,41,0,2753,58,52,38,4,1,2,45,200.275,180.2475,70.0275,1
7,1,41,0,618,16,18,9,3,1,2,30,97.36,87.624,60,1
8,0,41,1,2153,39,18,13,4,1,1,45,99.8,89.82,60,0
10,0,38,2,7270,111,32,29,5,1,1,55,158.715,142.8435,65.8715,0
7,0,41,0,1113,21,27,11,4,1,2,45,95.85,86.265,60,1
7,0,41,2,823,18,22,9,5,1,1,55,45.615,41.0535,60,0
32,1,36,4,16560,252,18,87,2,2,1,25,837.54,753.786,133.754,0
13,0,39,4,7450,130,289,40,3,2,1,30,1459.2,1313.28,195.92,0
9,0,41,1,4203,96,20,35,3,1,1,30,251.96,226.764,75.196,0
10,0,40,0,2150,58,56,27,3,1,2,30,312.32,281.088,81.232,0
13,0,41,1,3265,67,193,30,2,1,1,25,1018.44,916.596,151.844,0
11,0,32,2,1800,50,211,18,3,2,1,30,918,826.2,141.8,0
11,0,31,1,2053,53,48,75,5,1,1,55,103.59,93.231,60.359,0
18,0,32,0,1185,39,28,14,3,1,2,30,160.96,144.864,66.096,0
7,0,31,0,1310,24,39,10,4,1,2,45,130.85,117.765,63.085,0
17,0,30,1,1710,46,37,20,2,1,1,25,245.52,220.968,74.552,0
9,0,30,1,3710,75,26,30,3,1,1,30,255.4,229.86,75.54,0
9,0,23,1,2180,40,46,21,3,1,1,30,272.8,245.52,77.28,0
23,0,22,2,6878,155,103,49,2,2,1,25,779.985,701.9865,127.9985,0
19,0,20,1,9418,185,91,47,5,1,1,55,280.545,252.4905,78.0545,0
15,0,21,4,3338,59,49,26,3,1,1,30,331.88,298.692,83.188,0
9,0,14,2,4875,54,233,17,3,1,1,30,1129.16,1016.244,162.916,0
10,0,14,2,1973,33,18,14,3,1,1,30,152.24,137.016,65.224,1
11,0,37,1,4495,69,7,14,3,1,1,30,210.56,189.504,71.056,0
